Lincoln;95;93;73;76;90;91;77;94;86;65;68
Long;195;166;140;154;175;152;165;137;137;189;149
Lowndes;1443;1399;1447;1506;1574;1576;1733;1793;1795;1814;1737
Lumpkin;337;281;317;301;319;326;355;358;341;306;315
McDuffie;367;328;288;330;333;325;341;318;344;358;311
McIntosh;174;149;159;122;138;126;163;155;141;117;144
Macon;238;213;163;194;192;171;184;168;191;157;150
Madison;347;369;379;329;353;348;334;353;346;336;357
Marion;96;110;76;105;121;97;91;108;108;118;103
Meriwether;301;336;334;310;310;320;334;370;309;305;266
Miller;100;95;71;90;81;75;90;88;86;85;82
Mitchell;359;333;322;331;308;389;368;377;377;321;329
Monroe;296;280;262;299;259;273;305;270;280;291;296
Montgomery;106;110;106;126;121;98;104;116;118;113;115
Morgan;224;222;220;183;229;229;214;243;226;202;213
Murray;571;605;645;584;656;710;652;700;607;577;488
Muscogee;3178;2978;2919;2987;3057;2965;3153;3376;3264;3442;3162
Newton;1105;1189;1298;1376;1401;1470;1557;1624;1531;1406;1386
Oconee;311;323;324;359;364;370;337;401;346;329;350
Oglethorpe;166;169;161;174;185;167;150;159;152;171;164
Paulding;1601;1657;1635;1862;1885;1912;2166;2161;2253;2005;1943
Peach;366;364;342;308;316;345;364;330;357;355;361
Pickens;330;342;361;360;319;332;375;361;357;353;311
Pierce;241;242;223;226;271;274;274;258;272;249;228
Pike;155;182;192;189;181;176;167;196;195;191;186
Polk;633;697;711;652;666;747;723;738;738;659;563
Pulaski;117;134;127;100;116;116;117;122;118;111;100
Putnam;279;260;252;252;240;259;280;271;281;264;241
Quitman;49;22;42;34;29;30;38;35;27;36;28
Rabun;177;174;177;177;211;185;157;191;168;184;156
Randolph;90;122;87;105;102;105;118;98;100;100;99
Richmond;3269;3288;3057;3176;3131;3112;3305;3384;3297;3263;3007
Rockdale;995;1032;1019;1059;1087;1140;1153;1209;1207;1125;1059
Schley;57;41;54;57;52;64;63;63;55;47;64
Screven;200;192;179;206;176;194;216;193;243;215;221
Seminole;134;125;106;124;110;118;115;116;118;96;112
Spalding;914;929;907;942;960;1005;1048;979;994;942;923
Stephens;348;352;292;326;327;353;325;375;335;323;299
Stewart;57;52;59;54;62;64;62;60;70;59;62
Sumter;525;530;495;475;502;527;559;501;554;487;461
Talbot;96;89;90;77;68;63;78;79;68;70;69
Taliaferro;21;17;24;20;21;22;23;18;18;16;17
Tattnall;324;308;342;342;338;323;386;358;352;377;345
Taylor;125;115;115;121;109;99;111;127;111;108;96
Telfair;197;128;192;160;180;153;174;166;161;169;153
Terrell;190;174;145;159;161;150;170;150;158;153;144
Thomas;630;627;572;579;617;608;639;681;639;619;596
Tift;631;599;614;615;650;672;741;701;654;660;531
Toombs;459;429;402;428;433;466;496;452;450;466;421
Towns;89;87;78;80;79;92;76;100;92;81;81
Treutlen;84;89;90;88;85;95;90;85;80;83;82
Troup;900;920;933;924;958;933;911;1033;994;911;893
Turner;158;151;131;149;141;145;171;158;127;124;111
Twiggs;120;128;120;131;129;155;133;119;129;91;105
Union;191;165;176;172;178;185;218;216;174;178;180
Upson;379;385;355;300;338;359;393;378;339;353;362
Walker;728;787;808;719;777;703;818;888;810;759;703
Walton;1012;993;1042;1054;1102;1091;1156;1225;1209;1096;1085
Ware;528;478;499;476;485;567;563;556;536;510;512
Warren;88;83;108;72;74;99;86;80;95;78;57
Washington;274;246;259;253;276;257;294;270;291;308;240
Wayne;355;376;401;421;371;456;458;534;539;419;452
Webster;31;24;28;22;25;25;31;19;12;15;14
Wheeler;67;58;71;83;74;80;63;92;64;72;68
White;270;264;282;290;284;304;287;302;280;243;273
Whitfield;1745;1762;1801;1723;1868;1789;1897;1905;1698;1580;1525
Wilcox;109;119;90;101;96;102;112;100;94;117;97
Wilkes;130;135;117;126;124;137;138;124;128;123;113
Wilkinson;145;166;126;152;139;174;180;156;145;160;131
Worth;313;288;291;259;283;276;272;293;310;305;242
