,Country,ReportingYear,UpdateTime,StationLocalId,SamplingPointLocalId,SamplingPoint_Latitude,SamplingPoint_Longitude,Namespace,Unit,BeginPosition,EndPosition,Validity,Verification,DataCoverage,DataCapture,TimeCoverage,AQValue
667,Spain,2016,2017-08-12T05:21:09.743Z,STA_ES1915A,SP_03014008_9_M,38.34027777,-0.50666666,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,82.5136612,100,82.5136612,12.51324503
668,Spain,2016,2016-10-26T04:16:49.723Z,STA_ES1798A,SP_15030021_9_47,43.3542,-8.4247,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.59972678,100,98.59972678,11.97225493
669,Spain,2016,2016-01-29T00:46:23.843Z,STA_ES1868A,SP_15078007_9_49,42.8758,-8.5592,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,96.14071038,100,96.14071038,8.59988158
670,Spain,2016,2016-01-29T00:46:23.843Z,STA_ES2061A,SP_36038010_9_49,42.425932,-8.643995,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.56375228,100,97.56375228,10.09136522
671,Spain,2016,2016-01-29T00:46:23.843Z,STA_ES1137A,SP_36057019_9_49,42.2192,-8.7419,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.91666667,100,97.91666667,9.5723753
672,Spain,2016,2017-08-07T07:45:40.333Z,STA_ES1573A,SP_35016012_9_49,28.133732,-15.432823,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.47449909,100,98.47449909,12.62473988
673,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES2022A,SP_38011007_9_49,28.38016,-16.36833,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,95.94717668,100,95.94717668,8.68379212
674,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1615A,SP_10037001_9_46,39.47278,-6.36028,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.14253188,100,97.14253188,5.66836634
675,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES1865A,SP_35017001_9_47,28.500255,-13.852395,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.82559199,100,97.82559199,5.70196671
676,Spain,2016,2017-08-12T05:21:09.743Z,STA_ES1443A,SP_09059006_9_M,42.33611,-3.63611,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,89.07103825,100,89.07103825,8.6595092
677,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1802A,SP_28016001_9_49,40.90901944,-3.467902778,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.08743169,100,98.08743169,7.73340297
678,Spain,2016,2017-08-12T05:21:09.743Z,STA_ES1916A,SP_12040016_9_M,39.99583333,-0.065,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,80.32786885,100,80.32786885,12.74489795
679,Spain,2016,2017-08-12T05:21:09.743Z,STA_ES0012R,SP_46263999_9_M,39.08278,-1.10111,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.54098361,100,97.54098361,5.30532212
680,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1938A,SP_28079048_9_47,40.43972222,-3.69027777,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,99.02094718,100,99.02094718,10.07059094
681,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES1489A,SP_01055001_9_49,42.87527777,-3.23138888,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,85.21174863,100,85.21174863,5.15991983
682,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1952A,SP_35006001_9_49,28.111266,-15.520924,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,90.33469945,100,90.33469945,7.53396345
683,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1193A,SP_28079024_9_47,40.42,-3.74916666,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.84836066,100,97.84836066,9.10285049
684,Spain,2016,2017-08-12T05:21:09.743Z,STA_ES0011R,SP_06016999_9_M,38.47278,-6.92361,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,91.2568306,100,91.2568306,6.52994011
685,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1272A,SP_33024025_9_49,43.5299,-5.6735,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,95.78779599,100,95.78779599,10.39458046
686,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1914A,SP_03066003_9_46,38.45472222,-0.80333333,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,96.65300546,100,96.65300546,6.79316843
687,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1838A,SP_28009001_9_49,40.59981944,-3.503286111,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,99.30555556,100,99.30555556,7.87401123
688,Spain,2016,2017-08-12T04:51:05.54Z,STA_ES0360A,SP_24070001_9_47,42.78138888,-6.60388888,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,94.46721311,100,94.46721311,7.22668112
689,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1752A,SP_28148004_9_49,40.449541,-3.477645,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.13114754,100,97.13114754,10.83649789
690,Spain,2016,2017-08-07T07:45:40.333Z,STA_ES1742A,SP_35019001_9_47,27.77259736,-15.54188043,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,99.16894353,100,99.16894353,7.34772127
691,Spain,2016,2017-08-12T05:21:09.743Z,STA_ES0006R,SP_07032999_9_M,39.87528,4.31639,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,87.43169399,100,87.43169399,5.659375
692,Spain,2016,2016-01-20T02:25:38.267Z,STA_ES1811A,SP_28180001_9_49,40.16722778,-3.276569444,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,98.82741348,100,98.82741348,9.19191337
693,Spain,2016,2017-08-12T05:21:09.743Z,STA_ES0691A,SP_08019004_9_M,41.40388185,2.204522594,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,94.80874317,100,94.80874317,15.62968299
694,Spain,2016,2017-08-12T05:21:09.743Z,STA_ES0567A,SP_08019045_9_M,41.38490638,2.119573944,ES.BDCA.AQD,ug.m-3,01/01/2016,01/01/2017,Valid,Verified,97.26775956,100,97.26775956,11.93146067
