,areaCode,areaName,PopVac,Cum_vaccinated,Completed_vaccinated,imd_medianS_msoa,imd_msoa_medianD,imd_rank_msoa,imd_decile_msoa,bme,Broad.RUC11,B_RUC11,Pct_Leave,Pct_Remain,vacPop,Asthma,COPD,Dementia,Depression,Diabetes,blood_pre,Epilepsy,poptotal,imd_decile_msoaLast,first_party,Pct_con,Pct_LAB,Cum_firstDose,First_dosePct,rates,rateCat,imd_decile_msoaLast_2,imd_decile_msoaLast_3,imd_decile_msoaLast_4,imd_decile_msoaLast_5,imd_decile_msoaLast_6,imd_decile_msoaLast_7,imd_decile_msoaLast_8,imd_decile_msoaLast_9,imd_decile_msoaLast_10,rateCat_high,rateCat_lowmedian,rateCat_upmedian,Pct_Age,PctYoung,pctYoungAge,PctOld,DeathRates
816,E02000846,Sutton North,7004,5086,72.6,10.8505,7.5,1799,3,21.93392882,Predominantly Urban,PU,53.72,46.28,6342,5.8,1.5,0.9,10.2,6.9,12.5,0.7,7006,8,Con,49.98316398,14.26109692,5478,78.2,75.95659623,upmedian,0,0,0,0,0,0,1,0,0,0,0,1,8.861767047,10.5329549,16.90318512,19.47335225,0.291854603
817,E02000847,North Cheam West,8570,6551,76.4,6.084,9.5,489,1,16.92430098,Predominantly Urban,PU,53.72,46.28,8164,5.8,1.4,1,8.8,7.2,15.2,0.7,8575,10,Con,49.98316398,14.26109692,6996,81.6,62.07701284,upmedian,0,0,0,0,0,0,0,0,1,0,0,1,8.119347125,9.566389025,14.53944145,23.50563449,0.228714004
818,E02000848,North Cheam East,7343,5433,74,6.647,9,628,1,17.74622893,Predominantly Urban,PU,53.72,46.28,6817,5.9,1.4,0.8,8.9,7,14.9,0.7,7342,10,Con,49.98316398,14.26109692,5945,81,72.44995234,upmedian,0,0,0,0,0,0,0,0,1,0,0,1,10.12486092,12.01408244,19.1873258,16.8255831,0.271974286
819,E02000849,Wallington North,7308,5290,72.4,11.911,7,2092,4,19.34535738,Predominantly Urban,PU,53.72,46.28,6838,6.6,1.4,0.7,11.1,7.3,12.8,0.8,7307,7,Con,42.40905943,12.38543322,5683,77.8,72.79693487,upmedian,0,0,0,0,0,1,0,0,0,0,0,1,7.881470552,9.37408599,15.51623282,17.13951448,0.270502889
820,E02000850,Beddington,9844,7071,71.8,12.414,7,2230,4,23.51343486,Predominantly Urban,PU,53.72,46.28,9279,6.4,1.4,0.8,10.5,7.5,13.5,0.8,9848,7,Con,42.40905943,12.38543322,7686,78.1,54.04307192,lowmedian,0,0,0,0,0,1,0,0,0,0,1,0,8.780398943,10.38905054,17.21090635,17.12469016,0.200382549
821,E02000851,Sutton Central,10328,6502,63,21.087,5,4092,7,24.90996399,Predominantly Urban,PU,53.72,46.28,8856,5.5,1.5,0.7,10,6.6,12.4,0.7,10321,4,Con,49.98316398,14.26109692,7130,69,51.51045701,lowmedian,0,0,1,0,0,0,0,0,0,0,1,0,7.540678754,9.157633243,14.23893406,13.6065944,0.20455602
822,E02000852,Sutton East,7520,5365,71.3,8.689,8,1148,2,17.11057304,Predominantly Urban,PU,53.72,46.28,6664,5.8,1.4,0.7,9.6,6.4,11.6,0.7,7525,9,Con,42.40905943,12.38543322,5781,76.9,70.74468085,upmedian,0,0,0,0,0,0,0,1,0,0,0,1,8.050582196,9.648859544,15.48619448,15.44117647,0.275447602
823,E02000853,Sutton West,7293,5171,70.9,11.79,7,2054,4,20.90358272,Predominantly Urban,PU,53.72,46.28,6676,5.5,1.2,0.7,9.6,6.1,11.9,0.8,7293,7,Con,49.98316398,14.26109692,5624,77.1,72.94666118,upmedian,0,0,0,0,0,1,0,0,0,0,0,1,8.214285714,9.991012582,16.23726783,15.7130018,0.270935961
824,E02000854,Carshalton Village,6940,5272,76,7.356,9,802,2,12.66018871,Predominantly Urban,PU,53.72,46.28,6492,6,1.3,0.7,9.7,6.5,11.8,0.7,6937,9,Con,42.40905943,12.38543322,5602,80.7,76.65706052,upmedian,0,0,0,0,0,0,0,1,0,0,0,1,7.496116002,8.918669131,14.09426987,18.02218115,0.284826515
825,E02000855,Cheam High Street,7643,5878,76.9,4.752,10,237,1,16.97701297,Predominantly Urban,PU,53.72,46.28,6999,6,1.2,1.2,9.8,6.2,13.5,0.7,7644,10,Con,49.98316398,14.26109692,6361,83.2,69.60617559,upmedian,0,0,0,0,0,0,0,0,1,0,0,1,8.859670681,10.30147164,16.31661666,22.17459637,0.270336692
826,E02000856,Wallington South,8421,6003,71.3,10.215,8,1586,3,22.65166341,Predominantly Urban,PU,53.72,46.28,7891,6.6,1.5,0.8,11.3,7.4,13.7,0.8,8419,8,Con,42.40905943,12.38543322,6444,76.5,63.17539485,upmedian,0,0,0,0,0,0,1,0,0,0,0,1,8.433862434,10.10011405,15.777468,17.6276771,0.232804233
827,E02000857,Sutton South West,8391,5631,67.1,9.004,8,1221,2,26.18595825,Predominantly Urban,PU,53.72,46.28,7414,5.4,1.1,0.7,9.6,5.9,12.3,0.6,8392,9,Con,49.98316398,14.26109692,6084,72.5,63.40126326,upmedian,0,0,0,0,0,0,0,1,0,0,0,1,5.817770232,6.932829781,11.43782034,17.39951443,0.249009621
828,E02000858,Roundshaw,7648,4718,61.7,35.547,2,5791,9,27.36965284,Predominantly Urban,PU,53.72,46.28,6856,6.8,1.5,0.6,11.9,7.8,13.8,1,7647,2,Con,42.40905943,12.38543322,5209,68.1,69.56066946,upmedian,1,0,0,0,0,0,0,0,0,0,0,1,10.66920695,13.06884481,21.00350058,12.99591599,0.261967135
829,E02000859,Carshalton on the Hill,7855,5879,74.8,12.514,7,2250,4,18.46907532,Predominantly Urban,PU,53.72,46.28,7270,6.7,1.6,1.1,11.2,7.7,14.7,0.8,7860,7,Con,42.40905943,12.38543322,6309,80.3,67.72756206,upmedian,0,0,0,0,0,1,0,0,0,0,0,1,8.155204461,9.656121045,15.4607978,23.23246217,0.255576208
830,E02000860,Sutton South & Shanklin,7846,5275,67.2,18.894,5,3710,6,26.78336404,Predominantly Urban,PU,53.72,46.28,7165,5.5,1.3,0.7,10,6.3,12.4,0.7,7850,5,Con,49.98316398,14.26109692,5705,72.7,67.80525108,upmedian,0,0,0,1,0,0,0,0,0,0,0,1,7.256657751,8.709002094,13.13328681,14.97557572,0.255843703
831,E02000861,Carshalton Beeches & Banstead Road,7368,5794,78.6,4.873,10,270,1,17.24689876,Predominantly Urban,PU,53.72,46.28,6751,5.2,1.3,0.9,9,6.2,11.7,0.6,7372,10,Con,42.40905943,12.38543322,6213,84.3,72.20412595,upmedian,0,0,0,0,0,0,0,0,1,0,0,1,8.139237266,9.420826544,15.77544068,24.66301289,0.281545943
832,E02000863,"Orchard Hill, Woodcote Green & Clockhouse",6300,4700,74.6,10.8055,8,1788,3,23.70032983,Predominantly Urban,PU,53.72,46.28,5880,6,1.4,0.9,10,7.3,14.5,0.8,6300,8,Con,42.40905943,12.38543322,5044,80.1,84.44444444,upmedian,0,0,0,0,0,0,1,0,0,0,0,1,10.15317287,11.83673469,18.24829932,21.75170068,0.320933625
833,E02000864,Bow North & Fish Island,11363,6846,60.2,33.3595,2.5,5606,9,44.81137761,Predominantly Urban,PU,32.54,67.46,9269,6,1.8,0.4,11.9,6.3,8.4,0.5,11372,2,Lab,10.77903636,72.73868102,7554,66.5,48.66672534,lowmedian,1,0,0,0,0,0,0,0,0,0,1,0,9.811387585,11.95382458,17.5962887,9.375337145,0.15053573
834,E02000865,Bethnal Green North East,8735,4851,55.5,34.7815,2.5,5724,9,53.05630407,Predominantly Urban,PU,32.54,67.46,7153,5.4,1.3,0.4,9.8,6.2,8,0.5,8741,2,Lab,10.77903636,72.73868102,5467,62.6,63.30852891,upmedian,1,0,0,0,0,0,0,0,0,0,0,1,12.92789084,15.36418286,21.54340836,9.366699287,0.199976473
835,E02000866,Bow West,10556,6503,61.6,24.249,4,4608,7,34.51666322,Predominantly Urban,PU,32.54,67.46,9356,5.4,1.6,0.4,9.7,5.9,7.7,0.5,10557,4,Lab,10.77903636,72.73868102,7155,67.8,52.3872679,lowmedian,0,0,1,0,0,0,0,0,0,0,1,0,10.35266315,12.17400599,17.20820864,10.27148354,0.15451736
836,E02000867,Bow South,12822,7578,59.1,24.263,4,4609,7,42.10634156,Predominantly Urban,PU,32.54,67.46,11256,5.2,1.4,0.2,9.6,6.1,7.3,0.4,12822,4,Lab,10.77903636,72.73868102,8368,65.3,43.12899704,lowmedian,0,0,1,0,0,0,0,0,0,0,1,0,11.53370439,13.25515281,17.7238806,5.703624733,0.131416203
837,E02000868,Bethnal Green North West,8464,4915,58.1,27.769,3,5042,8,45.56694813,Predominantly Urban,PU,32.54,67.46,6653,5,1.2,0.3,10,6,7.3,0.4,8460,3,Lab,10.77903636,72.73868102,5467,64.6,65.33553875,upmedian,0,1,0,0,0,0,0,0,0,0,0,1,13.04461942,14.94062829,19.96091989,6.568465354,0.223097113
838,E02000869,Columbia Road,6541,3806,58.2,34.2395,2.5,5681,9,43.69851008,Predominantly Urban,PU,32.54,67.46,5814,4.9,1.3,0.4,8.9,6.6,7.5,0.5,6540,2,Lab,10.77903636,72.73868102,4263,65.2,84.54364776,upmedian,1,0,0,0,0,0,0,0,0,0,0,1,10.62118278,12.26350189,17.04506364,10.71551428,0.253239982
839,E02000870,Bethnal Green East,7081,4040,57.1,29.562,3,5249,8,45.97807627,Predominantly Urban,PU,32.54,67.46,5958,4.7,1.1,0.3,7.4,5.4,6.5,0.4,7075,3,Lab,10.77903636,72.73868102,4514,63.7,78.09631408,upmedian,0,1,0,0,0,0,0,0,0,0,0,1,11.98078553,14.23296408,20.51023834,8.929170863,0.240180842
840,E02000871,Bromley-by-Bow East,12508,6745,53.9,32.56,3,5548,9,71.98230707,Predominantly Urban,PU,32.54,67.46,9540,5.4,1.1,0.3,8.4,6.6,6.8,0.4,12514,2,Lab,15.92140479,63.09158561,7655,61.2,44.21170451,lowmedian,1,0,0,0,0,0,0,0,0,0,1,0,12.15893588,14.9475891,21.61425577,7.966457023,0.144952251
841,E02000872,Brick Lane North,9666,5223,54,33.346,2.5,5605,9,51.05985869,Predominantly Urban,PU,32.54,67.46,7842,4.7,1.2,0.2,9.4,6,6.5,0.4,9672,2,Lab,10.77903636,72.73868102,5945,61.5,57.21084213,lowmedian,1,0,0,0,0,0,0,0,0,0,1,0,11.40902571,13.18541188,17.71231829,5.993369039,0.187575858
842,E02000873,Mile End West,12917,5583,43.2,26.705,3,4920,8,57.47733272,Predominantly Urban,PU,32.54,67.46,9847,4.1,1,0.2,6.4,5.5,6.2,0.4,12924,3,Lab,10.77903636,72.73868102,6429,49.8,42.81179841,lowmedian,0,1,0,0,0,0,0,0,0,0,1,0,26.9154013,31.5019803,36.85386412,5.595612877,0.147505423
843,E02000874,Bethnal Green Central,8822,4442,50.4,34.478,2,5702,9,66.29260766,Predominantly Urban,PU,32.54,67.46,6983,4.8,1.1,0.3,8.1,6.5,6.8,0.4,8813,2,Lab,10.77903636,72.73868102,5108,57.9,62.68419859,upmedian,1,0,0,0,0,0,0,0,0,0,0,1,15.79326923,18.81712731,25.14678505,6.372619218,0.204326923
844,E02000875,Bromley-by-Bow West,13466,7574,56.2,32.998,3,5579,9,65.24364407,Predominantly Urban,PU,32.54,67.46,11343,5,0.9,0.2,8.6,6.5,7,0.4,13477,2,Lab,15.92140479,63.09158561,8595,63.8,41.06638943,lowmedian,1,0,0,0,0,0,0,0,0,0,1,0,13.42320379,16.50357048,23.85612272,6.030150754,0.121898752
845,E02000876,Bethnal Green South,9613,4939,51.4,34.7215,2.5,5720,9,62.32769646,Predominantly Urban,PU,32.54,67.46,7203,4.5,1,0.2,8.5,7.3,7,0.4,9609,2,Lab,10.77903636,72.73868102,5593,58.2,57.52626651,lowmedian,1,0,0,0,0,0,0,0,0,0,1,0,13.97023524,16.15993336,20.13050118,5.428293766,0.204032645
846,E02000877,Mile End East & Burdett Estate,13707,7754,56.6,32.249,3,5518,9,67.96898908,Predominantly Urban,PU,32.54,67.46,11126,5.2,0.9,0.2,8.7,7.1,7.6,0.4,13700,2,Lab,15.92140479,63.09158561,8718,63.6,40.3443496,lowmedian,1,0,0,0,0,0,0,0,0,0,1,0,13.86313466,16.93330937,23.53945713,6.570195937,0.125091979
847,E02000878,Spitalfields,16601,7230,43.6,36.699,2,5871,9,54.73459071,Predominantly Urban,PU,32.54,67.46,11021,4.2,0.8,0.2,9.1,6.2,6.6,0.3,16583,2,Lab,10.77903636,72.73868102,8425,50.7,33.31124631,low,1,0,0,0,0,0,0,0,0,0,0,0,18.26860313,20.31576082,23.61854641,7.213501497,0.138707572
848,E02000879,Stepney Green,9603,5418,56.4,29.756,3,5272,8,59.32669636,Predominantly Urban,PU,32.54,67.46,7954,5.4,1.4,0.6,8.2,8.8,9,0.5,9606,3,Lab,10.77903636,72.73868102,6119,63.7,57.58617099,lowmedian,0,1,0,0,0,0,0,0,0,0,1,0,15.24591913,17.96580337,24.35252703,11.591652,0.181372026
849,E02000880,Whitechapel,7294,4027,55.2,30.038,3,5310,8,63.53878116,Predominantly Urban,PU,32.54,67.46,5684,4.6,1.1,0.3,7.6,8.3,8.1,0.5,7295,3,Lab,10.77903636,72.73868102,4584,62.8,75.81573896,upmedian,0,1,0,0,0,0,0,0,0,0,0,1,14.35973353,17.06544687,22.97677692,8.040112597,0.251665433
850,E02000881,Poplar Leaside,10766,5997,55.7,43.0955,2,6215,10,65.23375308,Predominantly Urban,PU,32.54,67.46,7908,4.9,1.3,0.3,7.7,7.4,6.9,0.5,10767,1,Lab,15.92140479,63.09158561,6854,63.7,51.36540962,lowmedian,0,0,0,0,0,0,0,0,0,0,1,0,12.03135994,15.13657056,23.02731411,7.056145675,0.170871444
851,E02000882,Limehouse North & Stepney East,10522,6048,57.5,37.245,2,5897,9,70.42073454,Predominantly Urban,PU,32.54,67.46,8902,4.6,1.1,0.4,8.4,9.6,9.1,0.6,10518,2,Lab,10.77903636,72.73868102,6878,65.4,52.55654818,lowmedian,1,0,0,0,0,0,0,0,0,0,1,0,11.92198517,14.62592676,22.07369131,7.908335206,0.155663401
852,E02000883,Poplar Central,8928,4808,53.9,40.62,2,6117,10,62.27672956,Predominantly Urban,PU,32.54,67.46,7260,5.3,1.6,0.5,8.5,8.4,8.1,0.6,8920,1,Lab,15.92140479,63.09158561,5503,61.6,61.93996416,upmedian,0,0,0,0,0,0,0,0,0,0,0,1,11.97290802,15.09641873,24.1184573,9.517906336,0.185711165
853,E02000884,Aldgate,16324,8033,49.2,24.528,4,4642,7,58.03433854,Predominantly Urban,PU,32.54,67.46,12760,3.9,0.6,0.2,6.3,7,7.1,0.4,16327,4,Lab,10.77903636,72.73868102,9318,57.1,33.87650086,low,0,0,1,0,0,0,0,0,0,0,0,0,20.45940539,23.24451411,26.99059561,4.615987461,0.117265641
854,E02000885,Shadwell North,7909,4385,55.4,37.573,2,5927,9,69.7026831,Predominantly Urban,PU,32.54,67.46,6416,4.9,1.3,0.5,8.1,8.4,9,0.6,7915,2,Lab,15.92140479,63.09158561,5000,63.2,69.92034391,upmedian,1,0,0,0,0,0,0,0,0,0,0,1,12.65153469,15.28990025,22.03865337,11.65835411,0.219241682
855,E02000886,Limehouse East,9137,5487,60.1,25.312,3.5,4742,7,50.53235053,Predominantly Urban,PU,32.54,67.46,8113,6.3,1.3,0.3,9.5,7.3,8.2,0.5,9130,4,Lab,15.92140479,63.09158561,6145,67.3,60.52314764,lowmedian,0,0,1,0,0,0,0,0,0,0,1,0,9.736329127,11.69727598,16.08529521,7.555774683,0.17441264
856,E02000887,Poplar West,11242,6159,54.8,34.092,2.5,5666,9,62.19399538,Predominantly Urban,PU,32.54,67.46,9279,5.1,1.3,0.4,9.2,8,8.1,0.6,11239,2,Lab,15.92140479,63.09158561,7105,63.2,49.19053549,lowmedian,1,0,0,0,0,0,0,0,0,0,1,0,12.65143648,15.75600819,22.54553292,6.87574092,0.147109727
857,E02000888,Shadwell Basin & Ratcliffe,9732,5395,55.4,23.954,4,4576,7,60.03651856,Predominantly Urban,PU,32.54,67.46,8830,4.4,1.1,0.3,7.5,7.1,7.9,0.5,9738,4,Lab,15.92140479,63.09158561,6109,62.8,56.82285245,lowmedian,0,0,1,0,0,0,0,0,0,0,1,0,10.4498997,12.38958097,17.5198188,6.183465459,0.162384182
858,E02000889,St George in the East & Wapping North,9810,5720,58.3,22.3625,4.5,4304,7,49.50120919,Predominantly Urban,PU,32.54,67.46,7657,4.2,0.9,0.2,5.5,5.5,7.5,0.4,9811,4,Lab,15.92140479,63.09158561,6386,65.1,56.37104995,lowmedian,0,0,1,0,0,0,0,0,0,0,1,0,9.195781147,10.93117409,16.10291237,7.705367637,0.186772138
859,E02000890,Tower Hill & Wapping South,6755,4313,63.8,9.299,8,1310,2,23.986195,Predominantly Urban,PU,32.54,67.46,6179,4.2,1,0.2,5.5,4.3,7.6,0.3,6760,9,Lab,15.92140479,63.09158561,4645,68.8,81.86528497,upmedian,0,0,0,0,0,0,0,1,0,0,0,1,7.114797032,7.913901926,10.35766305,10.9402816,0.247344682
860,E02000891,Blackwall & Leamouth,22909,12800,55.9,17.416,6,3440,6,54.75627071,Predominantly Urban,PU,32.54,67.46,18307,3.7,0.9,0.1,7.8,5.3,6.1,0.4,22898,5,Lab,15.92140479,63.09158561,14402,62.9,24.13898468,low,0,0,0,1,0,0,0,0,0,0,0,0,12.11288595,14.20768012,18.49019501,3.73081335,0.079169189
861,E02000893,Mudchute,8284,4679,56.5,18.3085,5.5,3597,6,42.40011794,Predominantly Urban,PU,32.54,67.46,6680,4,0.9,0.2,8.7,4.7,6.7,0.4,8281,5,Lab,15.92140479,63.09158561,5194,62.7,66.75519073,upmedian,0,0,0,1,0,0,0,0,0,0,0,1,9.698832207,11.81137725,16.82634731,9.356287425,0.208973571
862,E02000894,Millwall South,12908,7318,56.7,11.5845,7.5,2014,3,42.65561803,Predominantly Urban,PU,32.54,67.46,10368,3.7,0.7,0.1,7.8,4,6,0.4,12907,8,Lab,15.92140479,63.09158561,8122,62.9,42.84164859,lowmedian,0,0,0,0,0,0,1,0,0,0,1,0,10.33648027,12.35532407,16.58950617,6.52970679,0.137174211
863,E02000895,Chingford Green West,8064,5252,65.1,25.903,4,4823,8,21.85737561,Predominantly Urban,PU,40.9,59.1,6891,6.2,1.8,1,11.3,6.7,15.7,0.6,8068,3,Con,48.47039881,45.86532904,5658,70.2,77.50496032,upmedian,0,1,0,0,0,0,0,0,0,0,0,1,9.64048264,11.36264693,16.81903933,25.56958351,0.270869244
864,E02000896,Chingford Green East,8821,6193,70.2,13.633,7,2543,4,13.89834354,Predominantly Urban,PU,40.9,59.1,7767,5.4,1.3,0.8,9.1,6.1,13,0.6,8822,7,Con,48.47039881,45.86532904,6602,74.8,70.85364471,upmedian,0,0,0,0,0,1,0,0,0,0,0,1,7.943199467,9.218488477,13.73760783,23.03334621,0.244064788
865,E02000897,Friday Hill,8134,5201,63.9,32.114,3,5511,9,23.89501052,Predominantly Urban,PU,40.9,59.1,7062,5.7,1.3,0.8,8.8,6.4,13.1,0.6,8139,2,Con,48.47039881,45.86532904,5637,69.3,76.8379641,upmedian,1,0,0,0,0,0,0,0,0,0,0,1,8.772135569,10.59190031,16.76578873,20.30586236,0.258003987
866,E02000898,Larkswood,7536,5003,66.4,25.177,4,4730,7,25.74193548,Predominantly Urban,PU,40.9,59.1,6551,5.7,1.3,0.9,9.9,6.5,13.2,0.6,7535,4,Con,48.47039881,45.86532904,5369,71.2,82.93524416,upmedian,0,0,1,0,0,0,0,0,0,0,0,1,8.602425016,10.28850557,16.31811937,20.91283773,0.280791321
867,E02000899,Chingford Mount,8416,5201,61.8,21.52,5,4162,7,27.8030303,Predominantly Urban,PU,40.9,59.1,7351,5.8,1.4,0.9,10.7,6.8,13.4,0.7,8416,4,Con,48.47039881,45.86532904,5648,67.1,74.26330798,upmedian,0,0,1,0,0,0,0,0,0,0,0,1,8.840479484,10.43395456,16.39232757,19.43953204,0.253573075
868,E02000900,South Chingford,8650,4799,55.5,25.765,4,4802,8,41.93867458,Predominantly Urban,PU,40.9,59.1,7210,5.8,1.5,0.7,10.8,7.3,13.5,0.7,8647,3,Con,48.47039881,45.86532904,5285,61.1,72.25433526,upmedian,0,1,0,0,0,0,0,0,0,0,0,1,10.37273453,12.62135922,19.79195562,16.15811373,0.250769406
869,E02000901,Highams Park East,9443,6720,71.2,15.18,6,2944,5,22.8897663,Predominantly Urban,PU,40.9,59.1,8435,5.5,1,0.5,6.9,5.4,12.6,0.6,9438,6,Con,48.47039881,45.86532904,7203,76.3,66.18659324,upmedian,0,0,0,0,1,0,0,0,0,0,0,1,8.892386386,10.71724956,16.12329579,16.75163011,0.216407633
870,E02000902,Highams Park West,9003,5282,58.7,21.127,5,4099,7,44.66043008,Predominantly Urban,PU,40.9,59.1,7847,5.4,1.1,0.5,7.8,6.5,12.1,0.6,8998,4,Con,48.47039881,45.86532904,5796,64.4,69.42130401,upmedian,0,0,1,0,0,0,0,0,0,0,0,1,9.51947395,11.99184402,18.33821843,13.36816618,0.222559433
871,E02000903,Higham Hill,9892,5275,53.3,32.696,3,5560,9,52.62634082,Predominantly Urban,PU,40.9,59.1,8028,5.6,1,0.3,8.9,6.8,10.4,0.5,9897,2,Lab,12.25199131,76.10220337,5893,59.6,63.18236959,upmedian,1,0,0,0,0,0,0,0,0,0,0,1,10.51838457,13.04185351,20.76482312,10.5630294,0.221016677
872,E02000904,Fulbourne Road & Walthamstow Forest,8214,4637,56.5,20.365,5,3964,6,47.61789013,Predominantly Urban,PU,40.9,59.1,7200,5.3,0.9,0.4,6.1,6.4,9.9,0.6,8207,5,Lab,12.25199131,76.10220337,5092,62,76.08960312,upmedian,0,0,0,1,0,0,0,0,0,0,0,1,9.329247531,11.41666667,17.08333333,10.95833333,0.24968789
873,E02000905,Lloyd Park,9903,5501,55.5,22.387,4,4307,7,49.932214,Predominantly Urban,PU,40.9,59.1,8472,4.9,0.9,0.3,7.4,6.1,9.8,0.5,9912,4,Lab,12.25199131,76.10220337,6066,61.3,63.11218823,upmedian,0,0,1,0,0,0,0,0,0,0,0,1,8.504342846,10.51699717,17.07979226,8.746458924,0.209983774
874,E02000906,William Morris,9531,5334,56,20.481,5,3994,6,49.10250865,Predominantly Urban,PU,40.9,59.1,7787,4.8,0.9,0.3,7.4,6.1,9.8,0.5,9525,5,Lab,12.25199131,76.10220337,5834,61.2,65.5754905,upmedian,0,0,0,1,0,0,0,0,0,0,0,1,8.613489246,10.59458071,17.20816746,9.669962758,0.229693047
875,E02000907,Wood Street,9892,5189,52.5,35.8845,2,5814,9,55.15103021,Predominantly Urban,PU,40.9,59.1,8602,5.3,0.8,0.4,7.9,6.7,9.8,0.6,9884,2,Lab,12.25199131,76.10220337,5812,58.8,63.18236959,upmedian,1,0,0,0,0,0,0,0,0,0,0,1,10.62407132,13.29923274,20.18135317,10.4743083,0.204309064
876,E02000908,Blackhorse Road,12343,7015,56.8,21.831,4,4217,7,49.54355268,Predominantly Urban,PU,40.9,59.1,10758,5,0.8,0.3,7.9,6.3,9.6,0.5,12350,4,Lab,12.25199131,76.10220337,7700,62.4,50.63598801,lowmedian,0,0,1,0,0,0,0,0,0,0,1,0,9.290709291,11.23814835,16.29485034,8.003346347,0.169061708
877,E02000909,Upper Walthamstow,9016,5602,62.1,18.111,5,3555,6,44.16666667,Predominantly Urban,PU,40.9,59.1,7385,5.1,0.8,0.4,8,6.4,9.6,0.6,9021,5,Lab,12.25199131,76.10220337,6099,67.6,69.32120674,upmedian,0,0,0,1,0,0,0,0,0,0,0,1,7.541378932,9.316181449,14.35341909,11.76709546,0.241148745
878,E02000910,Walthamstow Central,11811,6802,57.6,24.8785,4,4695,7,53.91661993,Predominantly Urban,PU,40.9,59.1,9013,5.2,0.7,0.3,7.7,7.1,9.6,0.5,11809,4,Lab,12.25199131,76.10220337,7381,62.5,52.9167725,lowmedian,0,0,1,0,0,0,0,0,0,0,1,0,7.89278427,9.441917231,13.7911905,10.16309775,0.204043777
879,E02000911,Walthamstow Market & South Grove,13061,7324,56.1,26.872,3,4935,8,54.58977189,Predominantly Urban,PU,40.9,59.1,10012,4.9,0.8,0.3,7.9,6.6,9.9,0.5,13055,3,Lab,12.25199131,76.10220337,8041,61.6,47.85238496,lowmedian,0,1,0,0,0,0,0,0,0,0,1,0,8.98401921,10.83699561,15.87095485,9.588493807,0.182164445
880,E02000912,Markhouse & St James Park,9482,5131,54.1,26.678,3,4912,8,59.78566789,Predominantly Urban,PU,40.9,59.1,7700,5,0.8,0.5,8,7.7,10.7,0.5,9484,3,Lab,12.25199131,76.10220337,5640,59.5,65.91436406,upmedian,0,1,0,0,0,0,0,0,0,0,0,1,9.588897067,11.84415584,17.88311688,13.32467532,0.231311113
881,E02000913,Whipps Cross,9901,5137,51.9,21.837,4,4219,7,58.84447507,Predominantly Urban,PU,40.9,59.1,7553,4.8,0.7,0.4,7.1,7.5,10.5,0.5,9898,4,Lab,18.02141558,64.73163176,5720,57.8,63.12493688,upmedian,0,0,1,0,0,0,0,0,0,0,0,1,10.03750276,12.04819277,17.71481531,12.61750298,0.242664902
882,E02000914,Baker's Arms,12391,5894,47.6,35.995,2,5823,9,67.9252407,Predominantly Urban,PU,40.9,59.1,9193,4.7,0.7,0.4,7.7,8,10.7,0.5,12382,2,Lab,12.25199131,76.10220337,6743,54.4,50.43983536,lowmedian,1,0,0,0,0,0,0,0,0,0,1,0,10.48171276,12.78146416,18.75339933,10.01849233,0.196253345
883,E02000915,Leytonstone North,9146,5093,55.7,23.288,4,4469,7,46.03725558,Predominantly Urban,PU,40.9,59.1,7869,4.9,0.7,0.4,6.1,6.5,9.7,0.6,9144,4,Lab,18.02141558,64.73163176,5559,60.8,68.33588454,upmedian,0,0,1,0,0,0,0,0,0,0,0,1,10.18798617,11.98373364,16.40615072,10.68750794,0.237683665
884,E02000916,Lea Bridge,10628,5412,50.9,25.839,4,4815,8,61.10701107,Predominantly Urban,PU,40.9,59.1,8180,4.5,0.8,0.4,7.4,7.5,10.8,0.5,10633,3,Lab,12.25199131,76.10220337,6106,57.5,58.8069251,lowmedian,0,1,0,0,0,0,0,0,0,0,1,0,9.212763829,11.2591687,17.11491443,9.339853301,0.22006602
885,E02000917,Leyton North,10246,5253,51.3,15.818,6,3102,5,53.09126595,Predominantly Urban,PU,40.9,59.1,8385,4.3,0.6,0.2,6.5,6.4,8.9,0.4,10240,6,Lab,18.02141558,64.73163176,5809,56.7,60.99941441,lowmedian,0,0,0,0,1,0,0,0,0,0,1,0,8.834093777,10.85271318,16.94692904,7.811568277,0.213571498
886,E02000918,Leytonstone East,9836,5272,53.6,25.946,4,4827,8,51.86280956,Predominantly Urban,PU,40.9,59.1,8160,4.8,0.7,0.4,6.6,6.8,10.3,0.5,9836,3,Lab,18.02141558,64.73163176,5876,59.7,63.54209028,upmedian,0,1,0,0,0,0,0,0,0,0,0,1,8.950332821,10.71078431,15.52696078,10.12254902,0.225294419
887,E02000919,Leyton East,10548,5324,50.5,20.785,5,4036,6,55.79655135,Predominantly Urban,PU,40.9,59.1,8443,4.4,0.6,0.3,5.8,6.6,9.2,0.5,10543,5,Lab,18.02141558,64.73163176,5877,55.7,59.25293895,lowmedian,0,0,0,1,0,0,0,0,0,0,1,0,8.906108483,10.48205614,14.8288523,10.47021201,0.221394787
888,E02000920,Leyton South,11623,5653,48.6,24.388,4,4624,7,63.68815276,Predominantly Urban,PU,40.9,59.1,8670,4.5,0.7,0.3,6.1,6.8,9.4,0.5,11632,4,Lab,18.02141558,64.73163176,6410,55.1,53.77269208,lowmedian,0,0,1,0,0,0,0,0,0,0,1,0,10.54573704,12.52595156,18.25836217,9.261822376,0.213633715
